ref,addr:street,addr:housenumber,name,operator,ref:vatin,addr:postcode,addr:city,start_date
2001,Via S. Filippo,162,Morandi Simone,,IT01805750989,25065,Lumezzane,2005-01-01
2002,Piazza della Repubblica,8,Prandi Snc,dottorI Mariella e Giovanni Snc,IT03768530986,25030,Torbole Casaglia,2017-01-07
2003,Via Guglielmo Marconi,40,Pasini Lorenzo,,IT01798760987,25011,Calcinato,2012-01-01
2004,Via Dante,5,S. Agata,,IT03297930178,25100,Brescia,2014-01-12
2005,Via Roma,31,Viani Gianmario,,IT01829010980,25070,Preseglie,2008-01-01
2006,Via A. De Gasperi,19/C,Ferrari Dott.Ssa Sabrina & C. Snc,,IT03831290980,25028,Verolanuova,2017-01-07
2008,Piazza Zanardelli,80,Gerola,Paola e Daniela Gerola Snc,IT02781290982,25060,Collio,2007-01-04
2009,Corso Mameli,24,Rigamonti Laura,,IT03368000174,25100,Brescia,2005-01-01
2011,Via Quattro Novembre,2/B,Amaglio Giuliana,,IT01908160987,25030,Brandico,2008-01-01
2012,Piazza Paolo VI,32,Farmacia Dott. Giannotta Sas,,IT04125840985,25030,Berlingo,2020-01-02
2013,Via IV Novembre,2/B,Ospedale,Clementi dottor Paolo,IT02538690989,25025,Manerbio,2013-01-03
2014,Via RINALDINI,26,Uberti Giacomo,,IT03388160172,25078,Vestone,2019-01-07
2015,Via Magenta,14,Zoetti Isabella,,IT01906690985,25080,Moniga Del Garda,2005-01-01
2016,Via Milano,49/A,Franchi,Rabitti  dottor Marcello,IT03389770177,25126,Brescia,2013-01-03
2017,Via Giacomo Matteotti,75,San Vittorio Snc,,IT03389790175,25014,Castenedolo,2005-01-01
2018,Via Zanaboni,43,Ghidini Dr Ugo,,IT01735670984,25010,Isorella,2009-01-06
2019,Via S. Rocco,26,Giacomolli Giovanni,,IT01942590983,25072,Bagolino,2008-01-01
2020,Via Orzinuovi,65,Farmacia Varoli,Varoli Benedetta,IT03787840986,25125,Brescia,2017-01-07
2021,Via Tommaso dal Molin,92,Desenzano Azienda Speciale Servizi,,IT03499620981,25015,Desenzano Del Garda,2019-01-05
2022,Traversa XII,93/LOC./VILLAGGIO/SERENO,Zampedri Giovanni,,IT01970340988,25100,Brescia,2005-01-01
2023,Viale Brescia,1,Salvo De Paoli Snc,,IT01967720986,25089,Villanuova Sul Clisi,2005-01-01
2024,Via San Carlo,7,Farmacia De Paoli,dottor Gianfranco De Paoli Ambrosi,IT03337670982,25087,Salo',2018-01-08
2025,Via Amadini,21,Scarabello,dottoressa Benedetta Robuano,IT03730200981,25060,Tavernole Sul Mella,2017-01-07
2026,Piazzetta Michelangeli,8,Braga Emanuela,,IT03453840179,25020,Poncarale,2005-01-01
2027,Corso Bonomelli,138,Ospedale,dottor Manzoni Ulrico,IT01991460989,25038,Rovato,2017-01-04
2028,Via Statale,19,Farmacia Gloria,Isoli dottor Giuseppe,IT00813900982,25080,Toscolano-maderno,2019-01-02
2029,Via Badiale,3,Frassine Marika,,IT02002190987,25080,Tignale,2008-01-01
2030,Via Galilei,85/A,Castello,,IT03461680179,25123,Brescia,2013-01-03
2031,Via della Volta,5,Di Via Volta Snc,,IT03458890179,25124,Brescia,2010-01-10
2032,Via San Francesco,29,Azzi Snc,"Azzi Ettore, D. e G.",IT02003760986,25013,Carpenedolo,2008-01-01
2033,Via Cesare Battisti,29,Antica,Nodari e Veneri Snc,IT02018840989,25079,Vobarno,2008-01-01
2035,Via Rose Di Sotto,2/A,Farmacia Bianchi S.N.C.,dottoressa Bianchi Antonella E;dott. Turelli Mauro,IT04008260988,25126,Brescia,2018-01-08
2036,Via Mazzini,63,S.Vigilio,,IT00031670789,25062,Concesio,2005-01-01
2037,Via 25 Aprile,54,Vignoni Snc,dottor Vignoni Pietro e C.,IT03061090985,25020,Flero,2010-01-09
2038,Via Taverna,45,Ghidini,Morelli dottoressa Ilaria Sas,IT03820230989,25060,Pezzaze,2017-01-07
2039,Via Zara,93,Don Bosco Sas,,IT02916610989,25125,Brescia,2013-01-03
2040,Via XX Settembre,7,Della Fiore,,IT02045030984,25026,Pontevico,2005-01-01
2041,Via Garibaldi,1,Cottinelli,Dottoresse F. & F. Orsatti Snc,IT03368350983,25036,Palazzolo Sull'oglio,2017-01-07
2042,Via della Repubblica,62,Podavini Lorena,,IT02638370987,25010,Acquafredda,2013-01-03
2043,Piazza Moro,24,Santoni Paola,,IT02095000986,25020,San Paolo,2005-01-01
2044,Piazza Umberto I,2,Chiappini Luca,,IT02121580985,25080,Soiano Del Lago,2005-01-01
2045,Via Santellone,18,Ghidini,dottoressa Sonia Ghidini e C. Snc,IT03458900986,25060,Marmentino,2017-01-07
2046,Via Gazzane,23,Brione Dr. Ahmad Mustapha,,IT04220020236,25060,Brione,2017-01-07
2047,Via Glisenti,62,Mazzi Felice,Mazzi Antonella,IT03568560175,25078,Vestone,2005-01-01
2048,Via Giuseppe Garibaldi,21,Zarla Cadei Giovanni,,IT03448910178,25050,Passirano,2005-01-01
2049,Via Zanardelli,33,Ghidini,dottoressa Ghidini Sonia e C. Snc,IT03458900986,25060,Marcheno,2017-01-07
2050,Piazza Martiri Liberta',3,Farmacia Chimica Zanni,dottor Zanni Giuseppe S.A.S.,IT04136430982,25060,Cellatica,2020-01-01
2051,Piazza Mercato,3,Comunale,Capriolo,IT03567880178,25031,Capriolo,2013-01-06
2052,Via Giuseppe Garibaldi,29,Farmacia Fratelli Coppini,Coppini P. & C. S.N.C.,IT04140790983,25020,Capriano Del Colle,2020-01-04
2053,Via Triumplina,254,Vincoli Marialaura,,IT03604390173,25136,Brescia,2016-01-10
2054,Piazzale Cesare Battisti,43,Bravi Farmacie Srl,,IT02943240982,25024,Leno,2018-01-03
2055,Via San Zeno,95,Bravi Farmacie Srl,,IT02943240982,25124,Brescia,2018-01-03
2056,Via XXVI Aprile,30,Federici Marcello Molinari,,IT02186480980,25032,Chiari,2005-01-01
2057,Via Roma,23,Serrano' Filippo,,IT02087920803,25070,Anfo,2005-01-01
2058,Via Nazionale,49,Farmacia Capocasale Dott.Ssa Francesca,,IT03565660788,25074,Lavenone,2018-01-11
2059,Traversa XII,43/LOC./VILLAGGIO/SERENO,Santa Rita Snc,dottorE Simona Damiani e Beatrice Stefana,IT02211880980,25121,Brescia,2005-01-01
2060,Via Rivetti,1,Lanzani Borsato Carolina,,IT02241260989,25032,Chiari,2005-01-01
2061,Via della Fornace,13/15,Navoni Paolo,,IT03351460179,25030,Castel Mella,2007-01-07
2062,Via S. Faustino,9,Viotti,dottor Fabrizio Finulli,IT02231930989,25100,Brescia,2005-01-01
2063,Via Guglielmo Marconi,41,Valcamonica Augusta,,IT02913960163,25036,Palazzolo Sull'oglio,2005-01-01
2064,Via XXIV Maggio,49,Perani,Antonio e Alberto Perani & C. Snc,IT02245570987,25030,Paratico,2005-01-01
2065,Via Alessandro Manzoni,166,Rossi Roberta,,IT02267250989,25024,Leno,2013-01-03
2066,Via Giuseppe Mazzini,35,Fabiani Emilio,,IT02281660981,25076,Odolo,2005-01-01
2067,Via Gassman,39/A,Ottini,,IT02290510987,25080,Manerba Del Garda,2014-01-10
2068,Via Nazionale,16,Tomasoni - Dr. Giovanni Tomasoni & C. Sas,,IT02734610989,25070,Caino,2015-01-02
2069,Via Vittorio Veneto,2,Barbera Francesco,,IT02345100982,25030,Trenzano,2010-01-10
2070,Via Corridoni,14,Bicchierai Bandera Maria,,IT02343880981,25010,Montirone,2005-01-01
2071,Via Ponte Cingoli,2,San Dionigi Sas,,IT03221330172,25050,Rodengo-saiano,2005-01-01
2072,Via Dante Alighieri,77,Bonduri Dr. Antonio Snc,,IT00303060131,22100,Como,2017-01-07
2073,Piazza Alessandro Volta,24,Bruschi,dottor Stefano Lucini,IT06147890963,22078,Turate,2013-01-03
2074,Via Plinio Caio,1,Centrale Dr.Ssa Maria Buzzi,,IT02974930139,22100,Como,2011-01-09
2075,Via Roma,5,Comunale,,IT00601370133,22028,San Fedele Intelvi,2005-01-01
2076,Via Alessandro Manzoni,19,Borasi,dottor Borasi Giuseppe e C. Sas,IT03156280137,22071,Cadorago,2016-01-10
2077,Via Borgonovo,6,Tagliavini,,IT00691530133,22020,Nesso,2005-01-01
2078,Via Diaz,20,Gaddi Elena,,IT03467950139,22040,Alzate Brianza,2017-01-07
2079,Via Ranzato,24/A,Sotto Corona,,IT00725930135,22010,Moltrasio,2005-01-01
2080,Via Teresa Ciceri,8/C,Lanzetti Andrea,,IT03560710133,22100,Como,2017-01-07
2081,Via Roma,8,Bellagio,dottoressa Anna Maria Festa e C. Sas,IT02768490134,22021,Bellagio,2017-01-07
2082,Via Canturina,173,Di Albate Snc,Lognhi Alba & C.,IT02441960131,22100,Como,2013-01-03
2083,Via Roma,33,Antica Farmacia Roma,,IT00928050137,22023,Castiglione D'intelvi,2005-01-01
2084,Via Rosselli,35,Santa Teresa Snc,Buzzi Enrica & C,IT03170910131,22100,Como,2009-01-09
2085,Via Caronti,58,Sonvico S.N.C. Dr. Manlio Sonvico & C.,,IT03203360130,22020,Blevio,2013-01-03
2086,Via Rosselli,4,Farmacia Bernardelli-caione,dottor Paolo Alberto Maria Caione & C. S.A.S.,IT03041180138,22076,Mozzate,2018-01-02
2087,Via Roma,78,Farmacia,Lurago D'erba;dr. Attilio Marcantonio & C. Sas,IT03682480136,22040,Lurago D'erba,2019-01-04
2088,Piazza Cavour,1,Pagani Srl,,IT03874420130,22070,Appiano Gentile,2020-01-03
2089,Via XXV Aprile,5,Pesce Nicoli,,IT01348020130,22070,Fenegro',2005-01-01
2090,Via Giuseppe Garibaldi,16,Farmacia Popolare S.N.C.,dottoresse Valeria Lietti e Biancamari A Fugazza,IT03229500131,22100,Como,2019-01-02
2091,Via Vittorio Emanuele,40,De Filippis,,IT00715980132,22100,Como,2005-01-01
2092,Via XXV APRILE,101,Farmacia Centrale,Robbio dottoressa Mariapaola e C Sas,IT03460710134,22036,Erba,2020-01-04
2093,Via Santa Maria Maddalena,13,Fois,Dottori Ermanno e Michele Fois Snc,IT02706090137,22060,Arosio,2013-01-03
2094,Via per Lazzate,1/B,Casarotto,,IT00752560136,22070,Bregnano,2005-01-01
2095,Via V. Veneto,8,Subini,,IT00748110137,22079,Villa Guardia,2005-01-01
2096,Via S. Giuseppe,16,Comunale N. 1,,IT02775910132,22063,Cantu',2005-01-01
2097,Via DANTE,6,Farmacia Rovello Porro Srl Unipersonale,,IT03693480133,22070,Rovello Porro,2020-01-02
2098,Via Diaz,4/A,Zanon Snc,dottor Alberto Zanon e C.,IT00292970134,22046,Merone,2005-01-01
2099,Via Cesare Battisti,87,Longoni,,IT02754020135,22070,Locate Varesino,2010-01-09
2100,Via Adua,9,Tagliabue Dr. Diego Maria,,IT00678020132,22030,Magreglio,2005-01-01
2101,Via Giuseppe Garibaldi,6,Brioschi Dott. Gian Paolo,,IT03527850139,22039,Valbrona,2017-01-07
2102,Piazza Don Angelo Monti,1A,Farmacia S.Agata S.R.L.,,IT03674060136,22070,Casnate Con Bernate,2020-01-02
2103,Via Leoni,26,Marelli,dottor Davide Marelli,IT03191410137,22100,Como,2017-01-07
2104,Via XX Settembre,46,S. Ambrogio,dottor Fabrizio;lenna,IT02371110137,22075,Lurate Caccivio,2010-01-10
2105,Piazza Italia Angolo Via Roncoroni,35,Farmacia S.Agata S.R.L.,,IT03674060136,22077,Olgiate Comasco,2018-01-05
2106,Via Roma,12,San Fermo Servizi Srl,,IT00354000135,22020,San Fermo Della Battaglia,2005-01-01
2107,Via Vittorio Veneto,43,Moioli,dottoressa Renata Moioli & C. Snc,IT01260940133,22020,Faloppio,2017-01-07
2108,Via Giuseppe Mazzini,17,Comunale N. 2,,IT02775910132,22063,Cantu',2005-01-01
2109,Via Lombardia,68,Comunale N. 3,,IT02775910132,22060,Cantu',2005-01-01
2110,Via I Maggio,1,Comunale E Servizi,Montano Lucino Srl,IT00616910139,22070,Montano Lucino,2005-01-01
2111,Via Giuseppe Garibaldi,42,Gerosa Dr. Matteo,,IT03308360134,22073,Fino Mornasco,2011-01-05
2112,Via Provinciale per Lecco,850,Farmacia Sovarzi,,IT03250020132,22030,Lipomo,2019-01-01
2113,Via Muggio`,34,Farmacia Sovarzi,,IT03250020132,22100,Como,2019-01-01
2114,Via Pio XI,112/B,Nuova Farmacia Associati P & G Snc,,IT02323170130,22100,Como,2017-01-07
2115,Via Giacomo Matteotti,18,Centrale Dr. Attilio Marcantonio E C. Sas,,IT03677790135,22063,Cantu',2017-01-07
2116,Via Roma,3,Farmacia Lambro,Dottor Sevesi,IT03566690123,22045,Lambrugo,2017-01-07
2117,Via Montesanto,5,Guidi Cesare Snc,,IT03515630139,22040,Inverigo,2017-01-07
2118,Via Regina,21/B,Mascetti,,IT02997900135,22012,Cernobbio,2008-01-01
2119,Via Verdi,36,Orezzi,,IT01610490136,22010,Valsolda,2005-01-01
2120,Via Matteotti,61,Del Nero,,IT01620740132,22033,Asso,2005-01-01
2121,Piazza Alcide De Gasperi,4,Bulgorello,dottoressa Cristina De Giuseppe,IT01623680137,22071,Cadorago,2005-01-01
2122,Via Roma,5,Manera,Arrivabene,IT01613820131,22074,Lomazzo,2005-01-01
2123,Via Roma,21,Isotti Gabriele,,IT01632050132,22070,Solbiate,2005-01-01
2124,Via Vittorio Veneto,6,Defilippi,Defilippi Giovanni,IT07759110963,22070,Cirimido,2017-01-07
2125,Via Marconi,45/A,Brivio,,IT01643940131,22036,Erba,2005-01-01
2126,Via Primo Maggio,SNC,Graziani Snc,dottor Gabriele Graziani e C.,IT03307640130,22070,Oltrona Di San Mamette,2011-01-05
2127,Via Milano,165,Arienti Snc,dottor Anrienti Angelo Carlo & C.,IT00825920135,22100,Como,2005-01-01
2128,Corso Battista Bartesaghi,1,Farmacia Filippi Dr.Ssa Francesca S.R.L.,,IT03771630138,22036,Erba,2018-01-07
2129,Via Aurelio Pozzi,1,Pertusini Snc,Pertusini Federico e C.,IT07904980963,22070,Albiolo,2017-01-07
2130,Piazza Giuseppe Garibaldi,14,Internazionale,,IT01769440130,22024,Lanzo D'intelvi,2005-01-01
2131,Via Indipendenza,2,Zanotta,,IT01787070133,22020,Pellio Intelvi,2005-01-01
2132,Via Alessandro Volta,11,Anglese,,IT01852210135,22075,Lurate Caccivio,2005-01-01
2133,Via Don Borghi 3/a,,Farmacia Comunale,Cermenate,IT03681960138,22072,Cermenate,2018-01-09
2134,Via Ceresio,30/B,Farmacia Dott. Caso S.R.L.,,IT03465290132,22018,Porlezza,2018-01-03
2135,Via D. Fontana,13,Internazionale Tassone Roberto,,IT00263750135,22100,Como,2005-01-01
2136,Piazza Camerlata,3B,Farmacia Camerlata S.N.C.,dottoresse Elena Nocco e Marta Merazzi,IT03679630131,22100,Como,2017-01-07
2137,Piazza Giacomo Matteotti,3/A,S. Agostino,dottor Vittorio Poggioli e C. Sas,IT01861030136,22100,Como,2013-01-03
2138,Via Portici Sampietro,22,Arosio,,IT01910060134,22016,Tremezzina,2019-01-01
2139,Via Per Alzate,13,Farmacia Marelli S.A.S.,Spinelli dottor Pietro e Colombo dottor Giacomo,IT03713770133,22063,Cantu',2018-01-02
2140,Piazza del Filatoio,2,Farmacia Soliveri S.A.S.,dottoressa Soliveri Giovanna & C.,IT03871300137,22030,Orsenigo,2020-01-02
2141,Via S. Alessandro,17,Farmacia Raimondi Simona,,IT05887750965,22066,Mariano Comense,2007-01-12
2142,Via Isonzo,50,Marcantonio,,IT00933040131,22066,Mariano Comense,2005-01-01
2143,Via Filippo Rienti,2,Farmacia Cesari Snc,,IT03869180137,22063,Cantu',2020-01-02
2144,Via Guaita,16,Gerli,Tomaso Gerli & C. Snc,IT03079290130,22070,Vertemate Con Minoprio,2009-01-06
2145,Piazza Roma,1,Rusconi,,IT01403860131,22030,Montorfano,2005-01-01
2146,Via Alessandro Volta,41,Farmacia Filippini P & N    S.N.C.,,IT03872880137,22070,Carbonate,2020-01-04
2147,Via Taverna,3,Patrini Sas,,IT03722930132,22060,Novedrate,2019-01-04
2148,Localit� Chiesa,2,Farmacia,Lezzeno;dott. Mignone Fabrizio & C. S.N.C.,IT03700900131,22025,Lezzeno,2018-01-11
2149,Via Romolo Guffanti,2B,Farmacia S.Agata S.R.L.,,IT03674060136,22070,Bulgarograsso,2018-01-05
2150,Via Ariberto,2,San  Paolo Srl,,IT03872530138,22063,Cantu',2020-01-03
2151,Via Mazzini,49/55,Farmacia Dr.Ssa Maria Osanna Saracino,,IT01978260139,22030,Pusiano,2018-01-11
2152,Via Vittorio Emanuele,37,Pianca,,IT01720970134,22077,Olgiate Comasco,2005-01-01
2153,Via Matteotti,28,Abissi,,IT02017620135,22070,Binago,2005-01-01
2154,Piazza Paracchini,14,Farmacia Dongo,,IT03742500139,22014,Dongo,2019-01-04
2155,Via Savoia,10,Farmacia Sant'Arialdo,dottoressa Mariagrazia Marchini & C. S.N.C.,IT02039630138,22060,Cucciago,2018-01-11
2156,Via Giacomo Matteotti,34,Sonvico,dottor Francesco Sonvico,IT02982380137,22063,Cantu',2010-01-09
2157,Via Roma,579,Farmacia Ghielmetti S.N.C.,Dottori Luca e Paola Ghielmetti,IT02064590132,22070,Valmorea,2018-01-11
2158,Via ADAMO DEL PERO,22,Farmacia Orsenigo S.N.C.,,IT03800600136,22100,Como,2019-01-03
2159,Via Volta,34,Casolo Ginelli,dottoressa Laura Staurenghi,IT02064610138,22037,Ponte Lambro,2013-01-03
2160,Via Roma,10,Tagliabue,,IT02075960134,22070,Senna Comasco,2005-01-01
2161,Via Bellinzona,143,Leonardi,,IT03105460129,22100,Como,2010-01-01
2162,Via IV Novembre 38/C,,Rivolta Sas,dottor Rivolta Giancarlo,IT03637860135,22070,Luisago,2017-01-07
2163,Via Roma,61,Rossetti Mamoli Snc,,IT02090160132,22069,Rovellasca,2005-01-01
2164,Via Scalabrini,53,Melli Petazzi Snc,dottor Franco Petazzi,IT02090650132,22072,Cermenate,2005-01-01
2165,Via Giovanni XXIII,16,Villa,,IT02333630966,22060,Carimate,2005-01-01
2166,Via Cantu`,9,Grossi,dottor Gambini Rossano Giovanni,IT02090670130,22031,Albavilla,2005-01-01
2167,Piazza Vittorio Veneto,32,Tili,Tili Marcella & C. Snc,IT02091790135,22036,Erba,2005-01-01
2168,Via Roma,24,Lipira Snc,dottor Nunzio Lipira & C.,IT03549330136,22070,Guanzate,2017-01-07
2169,Via Gen. Cantore,56,Farmacia Dr. Cerchiari S.R.L.,,IT02095450132,22044,Inverigo,2018-01-11
2170,Via Cadorna,30,Posca Snc,dottoressa Nadia Mastroianni E;dr. Andrea Rossi,IT02958390136,22060,Carugo,2017-01-07
2171,Via Giacomo Matteotti,3,Farmacia Castelli Mariano Comense S.A.S.,Castelli Simone & C.,IT03695080139,22066,Mariano Comense,2019-01-01
2172,Via Veneto,10,Alzani Vittorio & C. Snc,,IT02091960134,22060,Cabiate,2005-01-01
2173,Via C. Cantu',35,Bani,,IT02130960137,22100,Como,2005-01-01
2174,Via Giuseppe Garibaldi,37,Piazza,dottoressa Carlotta Piazza,IT03415110133,22013,Domaso,2017-01-07
2175,Via Alessandro Volta,45,De Filippi,,IT01624380182,22034,Brunate,2005-01-01
2176,Via Bellinzona,293,Ponte Chiasso,,IT02186720138,22100,Como,2005-01-01
2177,Via Unione,11,Pizzi,,IT02235490139,22074,Lomazzo,2005-01-01
2178,Via XX Settembre,37,Porro,dottoressa Porro Marta Giuseppina,IT02222110138,22026,Maslianico,2013-01-03
2179,Via Roma,15,Di Eupilio,dottoressa Laura Elena Noseda,IT03054970136,22030,Eupilio,2011-01-11
2180,Via Statale Regina,49,Camozzi Gianluca,,IT02244190134,22010,San Siro,2005-01-01
2181,Via Mazzini,1,Morlotti Snc,dottor Giuseppe Molteni & C.,IT03671190134,22035,Canzo,2017-01-07
2182,Via Crocifisso,26,Di Figino Sas,,IT03734610136,22060,Figino Serenza,2019-01-06
2183,Via Perego,7,Di Breccia,Dimitri Guido & C. Snc,IT02791660133,22100,Como,2012-01-03
2184,Via G. Carcano,9,Fusi,,IT02285970139,22063,Cantu',2005-01-01
2185,Via Gabriele D`Annunzio,50,Di Prestino,,IT02306170131,22100,Como,2005-01-01
2186,Via Varesina,93,S. Anna Snc,Bruno Carli Moretti e C.,IT00470790130,22100,Como,2017-01-07
2187,Viale Varese,61,Tioli,dottoressa Tioli Cristina & C. Sas,IT03554980130,22100,Como,2017-01-07
2188,Via Regina,86,Sala,,IT02349980132,22010,Carate Urio,2005-01-01
2189,Piazza Vittorio Emanuele,1,Agostinelli,dottor Agostinelli Paolo e C. Sas,IT03153000132,22029,Uggiate-trevano,2010-01-03
2190,Via Serenza,9,Gatti D.Ssa Valentina Gatti & C Sas,,IT02349220133,22070,Capiago Intimiano,2013-01-03
2191,Via Provinciale,24,Cristini Srl,,IT03771560137,22038,Tavernerio,2019-01-05
2192,Via Vittorio Veneto,8,Turuani Modesto & C. Snc,,IT02408030134,22032,Albese Con Cassano,2005-01-01
2193,Via Regina,24,Internazionale,,IT02478240134,22012,Cernobbio,2010-01-10
2194,Piazza Roma,2,Castelli,,IT02093150130,22066,Mariano Comense,2017-01-07
2195,Piazza Vittoria,1,Consonni Snc,Consonni  Maria Sabrina e Colomo David,IT03388770137,22030,Caslino D'erba,2017-01-07
2196,Via Statale per Lecco,51/A/B/C,Arrighi Snc,Laura Arrighi,IT02911260137,22100,Como,2019-01-03
2197,Via Manzoni,SNC,Mambretti Luciano E Figli Snc,,IT02459910135,22070,Veniano,2005-01-01
2198,Via Statale dei Giovi,14,Di Grandate Snc,,IT02184770135,22070,Grandate,2005-01-01
2199,Via Statale,58,S. Giacomo,,IT02531170120,22010,Carlazzo,2005-01-01
2200,Via Colleoni,2,Sassi,dottoressa Veronica Belotti,IT02919390969,22020,Pare',2013-01-04
2201,Via Statale,93,Locatelli,,IT02485330134,22016,Lenno,2005-01-01
2202,Piazza Piazza Trento,12,Farmacia,Gravedona;dottori Giovanni Mario e Mattia Pizio Snc,IT03358780132,22015,Gravedona Ed Uniti,2019-01-07
2203,Via Henry Dunant,15,Farmacia San Michele,Vittorio Belluso,IT02536950138,22042,Cavallasca,2017-01-06
2204,Via Roma,24,Comunale  E Servizi,Turate Srl,IT00520110131,22078,Turate,2005-01-01
2205,Piazza Vittorio Emanuele II,8,Farmacia San Giacomo Dott. Carlo Domenico Tagliabue,,IT10444550965,22030,Caglio,2019-01-04
2206,Via 4 Novembre,28,S. Luca,,IT02601450139,22070,Limido Comasco,2005-01-01
2207,Via Zezio,79,San Martino,Verri dottor Guido,IT02752990131,22100,Como,2008-01-01
2208,Via Iv Novembre,30,Kluzer,dottoresse Katia Kluzer e Valeria Zucchetti Garbin Snc,IT02628730133,22017,Menaggio,2018-01-11
2209,Via Giuseppe Garibaldi,95,Dell'Oca Maria Francesca,,IT02638190138,22073,Fino Mornasco,2005-01-01
2210,Via Conciliazione,69,Della Salute Lenzi Luisa,,IT02643690130,22100,Como,2005-01-01
2211,Via Italia,12/A,Di Grandola,,IT02669310134,22010,Grandola Ed Uniti,2013-01-03
2212,Piazza Fulvio Testi,12,Colzani Alberto,,IT02666670134,22010,Argegno,2005-01-01
2213,Piazza C. Battisti,3,Gloria Sas,dottor Bonetto Andrea e C.,IT02920550130,22010,Sorico,2008-01-01
2214,Piazza Perretta,3,Trimarco Carlo,,IT06404330969,22100,Como,2009-01-06
2215,Via Ardona,2,Cereda Massimiliano,,IT02696720131,22020,Torno,2016-01-10
2216,Via Diaz,4,Santa Teresa Onofrio Iva,,IT02738870126,22030,Longone Al Segrino,2016-01-06
2217,Largo Adua,ANG./VIA/VERGANI,Sansoni,dottoressa Sansoni Giorgia,IT02706490139,22063,Cantu',2005-01-01
2218,Via Nazionale,21,Zibetti Angela,,IT02084110028,22070,Cassina Rizzardi,2005-01-01
2219,Via Milano,39/41,Via Milanodel Dr. Daniele Fare',,IT03236410126,22100,Como,2013-01-03
2220,Via Giuseppe Garibaldi,6,San Pio Dr.Ssa Campanini Anna Maria,,IT03864140409,22010,San Bartolomeo Val Cavargna,2016-01-09
2221,Piazza Castello,34,Doneda Maria Angela,,IT00733910194,26020,Agnadello,2005-01-01
2222,Via Umberto I,1,Santa Rita Dr. Santini Giovanni,,IT01604320190,26030,Calvatone,2017-01-07
2223,Via Cavallotti,10,Dott.Ssa Daniela Carnevali Snc,,IT01548550191,26011,Casalbuttano Ed Uniti,2017-01-07
2224,Via Jacini,27,Taietti Marco,,IT01366910196,26011,Casalbuttano Ed Uniti,2006-01-06
2225,Piazza Giuseppe Garibaldi,9,Comunale N.1 Casalmaggiore,,IT01110410196,26041,Casalmaggiore,2010-01-10
2226,Via Cairoli,2,Zanella,dottor Zanella Aurelio e C. Snc,IT01471120194,26041,Casalmaggiore,2009-01-09
2227,Via della Repubblica,2/2,Bonisoli Alquati Claudia,,IT00416120194,26041,Casalmaggiore,2016-01-05
2228,Via Silvio Pellico,36,Comunale Casalbellotto,,IT01110410196,26040,Casalmaggiore,2010-01-10
2229,Via Roma,43,Chiodo Carlo,,IT01388850198,26012,Castelleone,2008-01-01
2230,Via Matteotti,3,Ferrari,Dottori Simbari Salvatore e Lanzoni Giulio Snc,IT01509390199,26020,Corte De'cortesi Con Cignone,2013-01-03
2231,Piazza Duomo,12,Centrale,,IT00809050198,26013,Crema,2005-01-01
2232,Piazza Marconi,20,Bruttomesso Bruno,,IT00184260198,26013,Crema,2013-01-03
2233,Via Kennedy,26/B,Conte Negri Dott. Paolo Conte,,IT01461500199,26013,Crema,2013-01-03
2234,Corso Giacomo Matteotti,20,Leggeri Paolo Giuseppe,,IT01457400198,26100,Cremona,2009-01-09
2235,Via Roma,32,Dr. Ermate Guida,Dottori Federica e Giorgio Guida Snc,IT01615010194,26040,Gussola,2017-01-07
2236,Via Benvenuti,26,Barbati Dr.Ssa Teresa Caterina,,IT04077580233,26010,Montodine,2017-01-07
2237,Via Don Lupo Stanghellini 6/i,,Farmacia Centrale Sas,Dottoressa Raffaella Fornaroli e C.,IT01634270191,26010,Offanengo,2018-01-10
2238,Via Giacomo Matteotti,6,Clerici Bagozzi Anna Maria,,IT02393420209,26032,Ostiano,2017-01-07
2239,Via Roma,11/B,Vecchia Maurizio,,IT00400720199,26010,Ripalta Cremasca,2005-01-01
2241,Via Monte Grappa,10,Ferrari Mario E C. Snc,,IT01603240191,26026,Pizzighettone,2017-01-07
2242,Via Ferrante Aporti,35,Farmacia Ghisellini,Fontana dottoressa Annamaria e C. S.N.C.,IT01444910192,26036,Rivarolo Del Re Ed Uniti,2019-01-02
2243,Via Guaiarini,33/1,Caffi Dr. Arnaldo,Caffi Andrea Luigi e C. Sas,IT00158600197,26014,Romanengo,2015-01-05
2244,Via Roma,45,Venturelli,dottor Giovanni Venturelli,IT01510910191,26020,San Bassano,2011-01-03
2245,Via Guglielmo Marconi,2,Castellini Loana,,IT00375910197,26046,San Daniele Po,2005-01-01
2246,Via Giana,24,Piazzalunga,Piazzalunga dottor Davide,IT01533820195,26010,Sergnano,2017-01-07
2247,Via Genala,16,Lombardini - Ghezzi,,IT00132570193,26015,Soresina,2005-01-01
2248,Via Giuseppina,100,Della Giovanna,Giuliana Bonfanti,IT01534250194,26048,Sospiro,2017-01-07
2249,Via Ungaretti,2,Farmacia Dr. Riccaboni Snc,Dottori Giuseppe e Paolo Daniele Riccaboni,IT01683850190,26016,Spino D'adda,2018-01-11
2250,Via Giovanni Amendola,2,Amadei,Amadei dottor Daniele,IT01619090192,26049,Stagno Lombardo,2017-01-07
2251,Via Giuseppe Mazzini,7/BIS,Bonassi,Nevi dottoressa Mariarosa,IT01024950196,26038,Torre De'picenardi,2017-01-07
2252,Via Alcide de Gasperi,7,Zambiasi Paolo,,IT00161180195,26017,Trescore Cremasco,2005-01-01
